,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,label,party,district_code
12270,PawanVe71757116,855000627646152704,पवन वर्मा,भारतीय जनता पार्टी,False,2017-04-20T10:10:09+00:00,121,319,370,451,,bjp,BAR
12271,MLCDPSingh,849844773829652481,Devendra Pratap Singh MLC,Member Of Legistative Council (MLC),False,2017-04-06T04:42:38+00:00,735,86,48,73,,bjp,GOR
12276,Manojshah0000,849490017122758656,मनोज कसौधन अयोध्यावासी,NGO..human bings...Bjp...RSS...hindujam,False,2017-04-05T05:12:57+00:00,281,1966,542,91,,bjp,AYD
12279,NikhilY59317516,1269166939194023941,Nikhil Yadav ( विधायक),samajwadi party yuva neta,False,2020-06-06T07:19:35+00:00,231,103,284,10376,,sp,AZA
12297,KwPv4j6q03qKFWq,1311195947481747458,राष्ट्रवादी रूपेश सिंह चौहान,"राष्ट्रीय स्वयंसेवक संघ (RSS)
 (समाजिक कार्यकर्ता)
      प्रयागराज",False,2020-09-30T06:48:01+00:00,1214,888,321,3520,,bjp,ALH
12299,VirendraLodiBJP,846892554268266496,Virendra Singh Lodhi,Member of Legislative Assembly(M.L.A.) of Uttar Pradesh. Represents the Marahara Constituency of Uttar Pradesh.,True,2017-03-29T01:11:34+00:00,326,19,165,447,,bjp,ETA
12305,Akash_Prg,1016252910328471552,Akash Shukla,"सीख ली जिसने अदा गम में मुस्कुराने की, उसे क्या मिटायेंगी गर्दिशे जमाने की।🚩#जय_श्री_परशुराम #भगवान 🚩#राष्ट्रवादी_हिंदू_महासभा_जिलाअध्यक्ष #प्रयागराज🚩",False,2018-07-09T09:29:09+00:00,2243,4413,2303,26170,,bjp,ALH
12322,mayankrldBijnor,1004704244308459520,Mayank Chaudhary RLD,"चौधरी चरण सिंह जी अमर रहे
 राष्ट्रीय लोकदल जिंदाबाद
 चौधरी अजीत सिंह जी जिंदाबाद
 जयंत चौधरी जी जिंदाबाद
अशोक चौधरी जी जिंदाबाद",False,2018-06-07T12:38:53+00:00,422,62,741,1595,,rld,BIJ
12323,AbvpHardoi,1268447857100685312,ABVP Hardoi Awadh,"अखिल भारतीय विद्यार्थी परिषद हरदोई अवध प्रांत ।         |Official account |
official nation twitter handle @abvpvoice",False,2020-06-04T07:42:33+00:00,233,146,906,1440,,bjp,HAR
12325,PandeyGyandeep,3185013912,Gyandeep Pandey,"जिला सह-संयोजक (राष्ट्रीय कार्यक्रम एवम बैठक),भाजपा, उ.प्र


पूर्व जिला मंत्री, देवरिया",False,2015-05-04T11:04:17+00:00,969,458,9008,16832,,bjp,DEO
12334,KapilBaliyan777,1390292673987182600,Kapil Baliyan,"#@किसान-पुत्र@#
       जय जवान जय किसान
  राष्ट्रीय लोकदल पार्टी उत्तर प्रदेश",False,2021-05-06T13:10:29+00:00,398,272,1974,13733,,rld,MUZ
12341,Mahendra_hindi,2952429218,महेन्द्र सिंह चौरिया #HTL🚩🚩🚩,"Fan of SHRI @narendramodi ji NAMO support NEWINDIA proud BHAKT
follo.by @piyushGoyaloffc @DrsarojiniMLC @sirpareshrawal etc.
#TWEETS in my likes 👇❤",False,2014-12-30T17:36:37+00:00,2278,1394,37463,13530,,bjp,ALH
12345,MaharajganjCon1,1361570757030076416,Maharajganj Congress,Official Twitter Account Of Maharajganj Vidhan Sabha (bachrawa 177) Raebareli,False,2021-02-16T06:59:15+00:00,234,743,3824,6706,,inc,MRG
12348,AnkitYadav_INC,1278307349485088770,Ankit Yadav,"Dis. President Youth Congress, Lalitpur",False,2020-07-01T12:40:38+00:00,171,145,610,2233,,inc,LAL
12362,PriyaSinghYadu2,1271163869310771200,Priya Singh Yaduvanshiپریا یادو,"पूर्व उपाध्यक्ष(प्रत्याशी)महात्मा गांधी काशी विद्यापीठ वाराणसी.....
काश किसी को परखने और नीचा गिराने की जिद को छोड़कर.....
खुद को समझने और ऊंचा उठाने की कोशिश ✊",False,2020-06-11T19:34:53+00:00,449,149,292,614,,sp,VAR
12364,Jitendratyagi13,1247203940287954945,Jitendra Tyagi,"OFFICIAL ACCOUNT              
ZONAL COORDINATOR BHARATPUR NSUI SM @nsui 
मीडिया प्रभारी बाड़ी |
 पूर्व महासचिव कमला महाविद्यालय धौलपुर 
 7737934184",False,2020-04-06T16:46:48+00:00,823,462,15548,33771,,inc,HAP
12366,BJPpardeepp,1041180103101755392,Pardeep Sharma💎,"सहारनपुर, महानगर संयोजक सोशल मीडिया विभाग (भाजपा),महानगर महामंत्री- जिला मीडिया प्रभारी- व्यापारी सुरक्षा फ़ोरम संस्थान (रजि.) व्यापार मंडल",False,2018-09-16T04:20:55+00:00,821,1336,17778,83773,,bjp,SAH
12371,mahamana4you,1266416176667611136,Dr Sanjay Nishad,"राष्ट्रीय अध्यक्ष, निषाद पार्टी",False,2020-05-29T17:09:29+00:00,1152,565,636,1639,,nishad,GOR
12375,HarishGariyaBJP,785376648375988224,Harish Gariya,"(PS to Sanghathan Mantri , UP BJP) 
Contact No- 0522- 2200187
@bjp4up",False,2016-10-10T07:09:19+00:00,13080,29,470,3451,,bjp,LCK
12385,tweets_meerut,1251881380088369154,मेरठ_tweets,"BJP🙏 
#fan_of_prof_rakesh_sinha
मेरठ दक्षिण विधानसभा
proud 2 be followed by #Dr_Sarojini_agarwal_MLC #MLA_Sharad_awasthi #sadhvi_dr_prachi
#MLA_Gorakhnath_baba",False,2020-04-19T14:32:49+00:00,520,1529,3511,5643,,bjp,MRT
12388,kmgupta_bjp,945265506990170112,"कृष्ण मुरारी गुप्ता,जिला महामंत्री,सोनभद्र भाजपा","कृष्ण मुरारी गुप्ता,पूर्व अध्यक्ष,नगर पालिका परिषद, सोनभद्र,जिला महामंत्री भाजपा,सोनभद्र,काशी क्षेत्र",False,2017-12-25T12:10:33+00:00,1621,824,543,368,,bjp,SON
12390,Manish_DubeyINC,1109385265573842944,Manish Dubey,"Former State General Secretary @NSUI U.P|
Secretary at @Congress Mirzapur| @IYC |",False,2019-03-23T09:23:53+00:00,563,721,951,4696,,inc,MIR
12396,Manishseth0059,1280443994418278401,Manish Seth soni,"social worker ,जिला सचिव,युवजन सभा,🚲समाजवादी पार्टी,वाराणसी ,388 उत्तरी विधानसभा",False,2020-07-07T10:10:48+00:00,193,83,784,1846,,sp,VAR
12397,DigvijayHoPE,963501351106838528,Digvijay Singh,"||Founder: HoPE|| Ex-Vice President BJYM,Bengal||EX-National Incharge STUDY CIRCLE Youth wing BJP|Assistant Professor DU|Fellow #KASYP|UGC,MHRD|",False,2018-02-13T19:53:17+00:00,10144,164,18434,46553,,inc,SON
12398,ThakurJpSing,1267079565970571264,जय प्रकाश सिंह_#३ह,"एक भारत श्रेष्ठ भारत, राष्ट्रहित सर्वोपरि।                    #हर घर भगवा छायेगा#जय श्री राम!
                 (भाजपा)",False,2020-05-31T13:05:30+00:00,7930,6119,43627,80635,,bjp,SUL
12399,mulayam786,1219238024673759233,मुलायम सिंह यादव सदर बांदा 🐦,"समाज में दबे कुचले शोषित लोगों की आवाज  बनना ही मेरे जिंदगी का मकसद है।

जिला महासचिव बाँदा",False,2020-01-20T12:39:51+00:00,1178,998,2179,5239,,sp,BAN
12403,sumithakur_7,984498282507325440,सुमित ठाकुर,राम का मैं वंसज हूँ गीता मेरी गाथा है छाती ठोक के कहता हूँ भारत मेरी माता है #जय_श्री_राम  सेक्टर संयोजक भारतीय जनता पार्टी,False,2018-04-12T18:27:36+00:00,10003,9160,6160,3465,,bjp,UNN
12409,Manoj_YSahjanwa,1236639603508916225,Manoj Sahajanwa,"EX.CANDIDATE (MLA) SAPA, V.S.324 SAHAJANWA GORAKHPUR U.P.",False,2020-03-08T13:07:33+00:00,568,151,4924,10326,,sp,GOR
12412,PramodK78850573,868694459088875520,प्रमोद चौधरी,"मण्डल संयोजक बाजना
भारतीय जनता पार्टी (मथुरा) उत्तर प्रदेश

82 मांट विधानसभा में
कमल खिलाना है #मिशन_2022",False,2017-05-28T05:04:33+00:00,1097,429,10502,4631,,bjp,MAT
12413,Sunil_sp2022,1254636463112818690,Sunil SP,"#समाजवादी_पार्टी  #misson_2022
#अखिलेश_यादव_जिंदाबाद",False,2020-04-27T05:00:38+00:00,444,859,5913,13328,,sp,AZA
12414,digvijay_up,337163283,Digvijay Singh,"Politician(BJP), Businessman and Social Worker",False,2011-07-17T15:25:35+00:00,834,527,1464,535,,bjp,JNP
12415,PraveenSinghHi,978273207605063680,प्रवीण सिंह,मीडिया प्रभारी भारतीय जनता पार्टी फतेहपुर,False,2018-03-26T14:11:22+00:00,215,203,208,1738,,bjp,FTH
12417,nirmal_modanwal,1105391346834038784,Nirmal Modanwal,Dhamakedar Bio coming soon......,False,2019-03-12T08:53:29+00:00,125,420,343,1964,,bjp,AGR
12420,AnuragTiwari__,1234511970159734799,Pandit Anurag Tiwari,"🙏JAI DADA PARSHURAMA 🙏

student Central University of Allahabad",False,2020-03-02T16:12:57+00:00,375,149,11414,1468,,bjp,AGR
12436,BDAWASTHI,247645799,Brahm Datt awasthi,भारतीय जनता पार्टी मंडल अध्यक्ष।,False,2011-02-05T07:23:33+00:00,1983,489,1102,352,,bjp,BRL
12438,rahulranarld,3054425454,Rahul Rana Rld,"Member @RLDparty, social worker, a farmer",False,2015-03-02T03:47:49+00:00,4988,1138,14756,62722,,rld,MUZ
12439,SufyanNizami,3197531857,Sufyan Nizami,"यहां व्यक्त की गये विचार मेरे अपने हैं .
प्रवक्ता दारुल उलूम फरंगी महल लखनऊ |अध्यक्ष M.D.F |महासचिव AISB |समाजसेवी",False,2015-05-16T13:49:37+00:00,1734,1618,1887,29943,,sp,LCK
12442,Ramkumarsinghch,1248621460370817031,Ramkumar Singh,"(पूर्व चेयरमैन)
सहकारी गन्ना समिति मलकपुर, 
छपरौली विधानसभा (बागपत)
जय जवान जय किसान 
@RLDparty",False,2020-04-10T14:39:29+00:00,1168,414,609,3965,,rld,BRP
12452,ni123tesh,839048851096948736,नितेश कुमार चतुर्वेदी @Nitesh Kumar Chaturvedi,"लेखक, अधिवक्ता, शोध छात्र (विधि परास्नातक) विधि विभाग, बाबासाहेब भीमराव अम्बेडकर केंद्रीय  विश्वविद्यालय, लखनऊ, उत्तर प्रदेश 
Belive in Gandhian Concept, INCian",False,2017-03-07T09:43:29+00:00,415,192,42454,237831,,inc,LCK
12456,MaheshS50738917,1247154500491546626,Mahesh Shukla,"'जिला कार्यसमिति सदस्य,भारतीय जनता पार्टी, कानपुर उत्तर। देश का देश के लिए देश को समर्पित। हम हैं हिंदू।",False,2020-04-06T13:30:28+00:00,1791,1658,2983,854,,bjp,KNN
12459,RkChaud60374634,1283359254473142272,R.k.Chaudhary,"ex minister u.p.
leader samajwadi party",False,2020-07-15T11:14:44+00:00,640,72,97,2079,,sp,LCK
12465,amitsinghvinay2,3004615440,Vinay  Singh,"❤ महादेव ❤
 मानवता सब से पहले // गर्व है भारतीय होने पर // राजनीति व्यक्तिगत संबंध // #पूर्व_कैबिनेट_मंत्री_उत्तर_प्रदेश_सरकार_बड़े_भैया @rajkishorbasti #BSP",False,2015-01-31T10:03:51+00:00,3135,612,2348,3755,,bsp,BAS
12470,RahulMishraINC,104143861,Rahul Mishra Amethi,"Advocate,National Coordinator @IYC , Ex Spokesman @IYC_UPCentral , Ex General Secretary UPNSUI, ,Social Activist, Father,Farmer,",False,2010-01-12T12:05:55+00:00,1655,436,22631,24071,,inc,AMT
12472,SeetuBidhuna,920904709329666049,Seetu Yadav Bidhuna,Politicians and Politics... samajwadi party,False,2017-10-19T06:49:27+00:00,37,146,95,192,,sp,AUR
12477,shubhamrld,729965868600467456,Shubham Chaudhary,जय राष्ट्रीय लोकदल,False,2016-05-10T09:26:39+00:00,1437,278,1669,2766,,rld,BIJ
12481,RahulYa52770746,919571138929405952,शशांक यादव,work at samajwadi party,False,2017-10-15T14:30:19+00:00,174,158,604,1218,,sp,KNN
12485,DrViren44617638,928917854878973952,Dr Virendra Singh,"प्रवासी संपर्क प्रकोष्ठ 
सह संयोजक 
भारतीय जनता पार्टी 
उत्तर प्रदेश",False,2017-11-10T09:30:49+00:00,775,1174,6023,8862,,bjp,VAR
12489,jaipaljiddi,1340265767221116928,jaipal jiddi,"former,and,front/distik-president,aap 'from,kaushambi'to/up instagram.com/jaipaljiddi
facebook.com/jaipaljiddi
youtube.com/jaipaljiddi",False,2020-12-19T12:00:52+00:00,3574,4995,683,1836,,aap,SHJ
12501,saurabhrai_sanu,248190718,Saurabh Rai Sanu,"Student Activist  @Lucknow_University































Member of #State_Working_Committee @ABVP",False,2011-02-06T13:12:19+00:00,306,108,122,219,,bjp,LCK
12502,ManasSingh_vns,815480416635355136,Manas Singh,#77_Loksabha_Varanasi | City Vice president @Varanasi_NSUI | Ex. Unit President @NSUI Mahatma Gandhi Kashi Vidhyapith | Social Activists |,False,2017-01-01T08:50:56+00:00,172,200,1533,2646,,inc,VAR
12507,shashikantgir12,3279345342,🚩शशिकांत गिरि,"नेतृत्व का उद्देश्य लोगों को सही रास्ता बताना है हुकूमत करना नहीं,
मण्डल महामंत्री,भाजपा करंडा,गाजीपुर,उत्तर प्रदेश__वंदे गौ मातरम्__",False,2015-07-14T08:52:34+00:00,1143,609,1134,7660,,bjp,VAR
12508,amitsingh1296,812196108810223618,AMIT THAKUR MAHOBA,EX JILA SACHIV  YUVJAN SABHA  SAMAJWADI PARTY  MAHOBA,False,2016-12-23T07:20:17+00:00,1698,1326,1887,12256,,sp,MAH
12511,gaurav_shukla95,1092412436219658242,Gaurav Shukla,"#देश_से_है_प्यार_तो_हर_पल_ये_कहना_चाहिए #मैं_रहूँ_या_ना_रहूँ_भारत_ये_रहना_चाहिए।। #राष्ट्रवादी , #सदस्य_भाजपा ।। #वंदेमातरम ।। #जय_जय_भारत ।। 🚩🇮🇳",False,2019-02-04T13:19:55+00:00,885,458,4893,17587,,bjp,LCK
12513,AkhandsinghINC,861871147369078784,Akhand pratap singh آخند پرتاپ سنگھ۔,"journalism and mass communication.lucknow 

follow me on Instagram @akhandsingh0020

दीपक चाचा आप के नाम सारा जीवन है कुरबान

@IYC",False,2017-05-09T09:11:09+00:00,447,194,3808,13673,,inc,AMT
12526,ashwanimauryacm,3076240957,Ashwani Maurya Cm,"#राष्ट्रीय_स्वयंसेवक_संघ
#पूर्व_प्रदेश_सहमंत्री_ABVP_काशी_प्रान्त
#इलाहाबाद_विश्वविद्यालय_प्रयागराज
#Go_Out_To_Serve_Your_COUNTRY_And_COUNTRYMEN",False,2015-03-13T07:19:30+00:00,252,197,910,30962,,bjp,AGR
12534,kuwarasheesh,3153274194,kuwar Asheesh Singh,"राष्ट्रीय कार्यकारिणी सदस्य, 
अखिल भारतीय विद्यार्थी परिषद्",False,2015-04-13T19:00:08+00:00,131,193,219,553,,bjp,CHK
12538,ashutoshgyanpur,899815882938957825,आशुतोष पाण्डेय,"संयोजक 
पार्टी पत्रिकाएं तथा प्रकाशन विभाग *विभाग*
भारतीय जनता पार्टी, जनपद- भदोही",False,2017-08-22T02:09:59+00:00,12651,9028,198634,162924,,bjp,BDH
12550,saurabhmishrbjp,924666969722314752,सौरभ मिश्रा🇮🇳,"नगर उपाध्यक्ष, भारतीय जनता पार्टी युवा मोर्चा, समाजसेवी🙏🙏🚩श्री हरि🚩|राष्ट्रवादी/हिंदूवादी,
396 नगर विधानसभा मिर्ज़ापुर",False,2017-10-29T15:59:19+00:00,279,1139,12729,21423,,bjp,MIR
12560,Cpkhadagvanshi,1020694315201449984,Chandrapal khadagvanshi,"#सदस्य #राज्य_पिछड़ा_वर्ग_आयोग #उत्तर_प्रदेश_सरकार |
#पूर्व_भाजपा_प्रत्याशी_2017_हसनपुर_विधानसभा @bjp4up |
#मिशन2022 #हसनपुर_विधानसभा42",False,2018-07-21T15:37:43+00:00,948,190,479,1513,,bjp,AMR
12566,arvindp251,3148603838,Arvind patel deepu,"BSc (Agriculture) & 
#भारतीय जनता पार्टी BJP##युवा जागृति समिति पथरिया##छात्र क्रांति दल पथरिया##राष्ट्रीय स्वयंसेवक संघ- पथरिया##भारतीय किसान संघ-पथरिया##ABVP",False,2015-04-10T21:23:01+00:00,542,532,318,35291,,bjp,MAT
12575,PrinceGuptaSp,506973796,Prince Gupta,Promoter of @Samajwadiparty,False,2012-02-28T06:23:23+00:00,1047,742,4874,3212,,sp,LCK
12577,MahipatMishra10,1254782129767997441,!!महीपत•मिश्रा!!,"!!!राष्ट्रीय•हित•सर्वोपरि!!!

                                   @BjpUttarPradesh",False,2020-04-27T14:39:20+00:00,2020,5002,1306,9882,,bjp,PGH
12599,MantuYa28815975,4168452432,Mantu Yadav,,False,2015-11-08T13:24:07+00:00,403,685,4520,14029,,sp,LCK
12600,amardeepsing9,904540203188195328,Amardeep Singh,"प्रदेश मिडिया प्रभारी
संयुक्त स्वास्थ्य आउटसोर्सिंग संविदा कर्मचारी संघ                                                                  kgmu lucknow
#bjp #rss",False,2017-09-04T03:02:44+00:00,2186,1683,10481,10721,,bjp,LCK
12612,ajeetsonkar_,2298446030,Ajeet Sonkar AAP 🇮🇳,"Ex.MP CANDIDATE (AAP)LALGANJ,AZAMGARH UP
 Ex.student leader at IIT(BHU),varanasi",False,2014-01-18T19:55:26+00:00,1605,293,10565,22308,,aap,AZA
12614,Vikrantsangwan1,888345727,में भी जयंत ( चौधरी विक्रांत सांगवान),"क्षेत्रीय सचिव, युवा रालोद (हस्तानपुर क्षेत्र)",False,2012-10-18T08:00:59+00:00,871,573,4534,22112,,rld,MRT
12618,rajudada1993,1871414346,Ravindra Singh”RajuDada”,official Twitter account @BJP4JNP Secretary,False,2013-09-16T12:21:05+00:00,517,1845,3324,11995,,bjp,JNP
12620,Kaushal54816520,1315553828247199744,Kaushal Kishor Yadav unnao,Samajwadi party worker,False,2020-10-12T07:24:45+00:00,2018,5003,798,1977,,sp,LCK
12623,ashutoshpaulbjp,1099044522,ASHUTOSH PAUL 'DADA',General Secretary at Kashi Region @BJYM UP Work at @RSSorg @ABVPVoice,False,2013-01-17T19:20:50+00:00,616,1266,2182,9001,,bjp,VAR
12626,Santosh13497307,1405900269288759298,Santosh Kumar Santosh Kumar,सेक्टर प्रभारी 282 विधान सभा क्षेत्र बलहा जिला बहराइच यूपी,False,2021-06-18T14:49:06+00:00,938,3388,133,3,,sp,BAH
12630,hemantjoshibjp,821329411697876996,Hemant Joshi 🇮🇳,"सह - संयोजक ,भाजपा सोशल मीडिया विभाग 
महानगर गाजियाबाद ( उ. प्र.)",False,2017-01-17T12:12:46+00:00,1149,616,8561,1920,,bjp,GZB
12631,Shivamrai1123,779918028548911104,Shivam Rai,"भारतीय तिब्बत सहयोग मंच(सोशल मीडिया प्रमुख युवा ग़ाज़ियाबाद), भारतीय जनता पार्टी (खोड़ा मंडल संयोजक आई॰ टी॰ विभाग ग़ाज़ियाबाद)",False,2016-09-25T05:38:43+00:00,604,719,1353,1224,,bjp,GZB
12636,BjpashishMshra,738577822260678656,Ashish Mishra 🇮🇳,"धर्मो रक्षति रक्षितः ललकार रहा भारत को स्वयं मरण है..हम जीतेंगे यह समर, हमारा प्रण है..!
#Bjp4India #Ayodhya #PoliticalAnalyst 
RT's Not Endorsement.",False,2016-06-03T03:47:29+00:00,1032,2506,22150,24923,,bjp,AYD
12641,Sateesh35774539,1161695275452252160,SATEESH KUMAR YADAV,Samajwadi party,False,2019-08-14T17:45:11+00:00,85,250,539,30487,,sp,LCK
12650,Rampratap2022,1274600145191989248,RAMPRATAP YADAV,"पूर्व सदस्य,राज्य पिछड़ा वर्ग आयोग, उत्तर प्रदेश, 
विधान सभा -मुहम्मदाबाद,  गोहना, जनपद मऊ,
जय समाजवाद, जय अखिलेश   @samajwadiparty @yadavakhilesh #Mission2022",False,2020-06-21T07:10:01+00:00,97,93,134,730,,sp,MAU
12651,nehasinghsp,1356251547181535232,Neha singh,politics samajwadi party,False,2021-02-01T14:43:27+00:00,155,180,324,1651,,sp,LCK
12653,Thakuranujbjp,1371671232,Anuj Raghav Bjp (टीम नमो),"Official Twitter Account Of @thakuranujbjp 
           🚩🚩उपाध्यक्ष - भारतीय जनता पार्टी राजनगर मंण्डल, महानगर गाजियाबाद🚩🚩
कट्टर हिंदुत्व का पुरोधा",False,2013-04-22T09:16:32+00:00,775,855,1742,1102,,bjp,GZB
12654,AnkitSi9454,1207714064991801344,Ankit Kumar Singh 🇮🇳🚩,"जिला सह संयोजक, सोशल मीडिया भाजपा, बलिया उत्तरप्रदेश
विधानसभा बेल्थरा रोड आईटी एवं सोशल मीडिया प्रभारी 🌷
 
पूर्व जिला ट्विटर प्रमुख बलिया (यूपी ) 
🇮🇳🇮🇳",False,2019-12-19T17:27:48+00:00,1540,1247,3115,7085,,bjp,BAL
12658,Mohit_Ismailpur,1214507620352118784,मोहित गुर्जर इस्माईलपुर,मण्डल महामंत्री तल्हेड़ी(भाजपा),False,2020-01-07T11:22:50+00:00,956,1161,1484,758,,bjp,SAH
12659,Dharmen99632797,1312554095862075394,Dharmendra kumar Yadav,Sakriya sadasya Samajwadi Party Ambedkar Nagar.,False,2020-10-04T00:44:52+00:00,65,32,75,62,,sp,AMB
12660,AmarAzadLJP,1578031069,AMAR AZAD (امر آزاد),"@Ljp4india  spokesperson,
N.President -Indian Students Welfare Association(ISWA), Chief of The Great BHIM ARMY , social worker and RTI-Activist , writter",False,2013-07-08T16:00:25+00:00,8055,4021,5084,14550,,bsp,BAN
12662,himanshu3193,89965406,Himanshu Pandey,"Former National Coordinator, @NSUI. || Now working on being able to write a detailed bio.",False,2009-11-14T16:12:46+00:00,1301,578,44170,22431,,inc,GOR
12666,DrJPSVyast,881062733101191169,Dr Jai Pal Singh Vyast MLC,"Official A/C of
Member Of Legislative Council,Uttar Pradesh। सदस्य विधान परिषद(विधायक), उत्तर प्रदेश
Bareilly-Moradbad Graduate Constituency
@BJP4India @BJP4UP",False,2017-07-01T08:11:39+00:00,1084,265,1309,401,,bjp,MOR
12670,rldmeerut,1278215880929771521,RLD MEERUT,Official Twitter Account of @RLDparty Meerut ..,False,2020-07-01T06:36:40+00:00,2141,868,1545,2580,,rld,MRT
12676,chahar_kaptan,956776989863526400,Kaptan Singh chahar,"प्रवक्ता, राष्ट्रीय लोकदल, उत्तर प्रदेश ।
जिलाध्यक्ष, अखिल भारतीय जाट महासभा, आगरा ।",False,2018-01-26T06:33:05+00:00,702,121,397,14213,,rld,AGR
12682,pardhan_kasana,1264027517175787520,Pardhan Deepak Kasana,Social Worker | Abvpian | Politician,False,2020-05-23T02:57:12+00:00,201,1009,435,3993,,bjp,GZB
12687,AAP4Jaunpur,1112053722866057216,AAP Jaunpur,"Official Handle of @AAPUttarPradesh District Jaunpur, Uttar Pradesh.",False,2019-03-30T18:07:23+00:00,180,38,1433,957,,aap,JNP
12694,ParvezAhmadINC,1182217274385502208,Parvez Ahmad Inc,City President Aligarh Congress| Member AICC |Ex.MLA candidate (Charra)Aligarh|Ex.EC Chairman Nagar Nigam Aligarh| MD (S.Q) Builders & Developers Aligarh,False,2019-10-10T08:53:02+00:00,118,66,710,1337,,inc,ALG
12698,AliyaSiddiqui__,1222983684719955975,AliyaSiddiqui_,"@BhimArmyChief मिल गए,हा हमें सविधान की रक्षा करने वाले एडo चंद्र्शेखर आज़ाद मिल गए।


   @GulzarSiddiqui_ राष्ट्रीय कोर कमेटी सदस्य @Azadsamajparty",False,2020-01-30T20:43:48+00:00,3029,87,4387,6587,,sp,GZB
12704,PrinceAK56,1101407736082792448,Thakur Prince Rathore,मंडल मंत्री भारतीय जनता पार्टी गाजियाबाद,False,2019-03-01T09:04:02+00:00,1004,1847,528,844,,bjp,GZB
12711,AdvAbhishekINC,2280590463,Adv. Abhishek Pathak,"State Spokesperson, National students union of india nsui.in ( NSUI) U. P. (Central)| Retweets are not endorsement",False,2014-01-14T04:13:53+00:00,562,560,10207,10920,,inc,JAL
12723,PurshottamINC,1201121909024280577,Purushottam nagar,"Official account of Purushottam nagar,
President Of @IYC Gautam budh nagar,
Believe in Constitution",False,2019-12-01T12:53:39+00:00,1135,324,10084,16608,,inc,GON
12724,Ankitpbhrss,1083351104413302784,हिन्दू अंकित सरोज,"पूर्व जिला पंचायत सदस्य प्रत्याशी,
जिला महासचिव
युवा क्रान्ति प्रतापगढ़ उत्तर प्रदेश,
राष्ट्रीय स्वयंसेवक संघ (RSS) सण्डवा चण्डिका प्रतापगढ़ उत्तर प्रदेश",False,2019-01-10T13:13:25+00:00,298,753,146,447,,bjp,PGH
12731,yadavpravinSP,1292820061137154048,Pravin Yadav,मैं पेशे से एक संगीत निर्माता हूं और @samajwadiparty का बहुत सक्रिय सदस्य #मिशन_2022 🚲,False,2020-08-10T13:48:31+00:00,1755,388,4475,22200,,sp,GZP
12734,NamitaNirajRJD,1248665859096117248,Namita Niraj Singh,"राजद नेत्री-बाढ़ विधानसभा, प्रदेश उपाध्यक्ष(म०) निष्ठा:जय जवान जय किसान(किसान की बेटी व वीरता पदक प्राप्त सैन्य अधिकारी की पत्नी) Serve society by fair Politics",False,2020-04-10T17:35:24+00:00,4535,2161,4552,7837,,sp,BAN
12739,hariommishrBJP,792932375437115392,हरिओम मिश्र,जिलाध्यक्ष @BJP4PBH भारतीय जनता पार्टी प्रतापगढ़,False,2016-10-31T03:33:05+00:00,1177,182,382,239,,bjp,PGH
12749,nsuisitapur,1396063084771307521,iyc sitapur,iyc,False,2021-05-22T11:19:46+00:00,32,301,202,226,,inc,SIT
12751,PrabhatguptaSP,2250233713,Prabhat gupta,"प्रदेश कार्यकारिणी सदस्य,समाजवादी पार्टी
मा.मुलायम सिंह यादव यूथ ब्रिगेड,(उ ०प्र०)",False,2013-12-17T10:59:43+00:00,456,427,3343,11379,,sp,LCK
12754,ankit_sheoran,357496961,Ankit Shamli🇮🇳,"•किसान पुत्र 
चौधरी चरण सिंह वादी, जयंत चौधरी समर्थक
•Rural India ❤️ West U.P
•Socio - Politics RLD worker",False,2011-08-18T13:18:13+00:00,301,305,2089,3799,,rld,GZB
12763,manjit_karan,1174234620994433025,मंजीत सिंह सेंगर,आई टी विभाग भारतीय जनता पार्टी बलिया,False,2019-09-18T08:12:16+00:00,594,1980,132,1769,,bjp,BAL
12765,kpsinghmursan,1261606528450207745,KP Singh Mursan,"भारतीय जनता पार्टी #79_विधान_सभा_सादाबाद,पूर्व - ज़िला मंत्री भाजपा,विभाग संयोजक किसान मोर्चा,प्रदेश कार्य समिति सदस्य ॥",False,2020-05-16T10:37:08+00:00,2569,14,1256,12743,,bjp,HAT
12766,LakshmanKumarC6,957432633641742336,Lakshman Chaudhary (ब्यूरो चीफ यूपी)™,"📡संवाददाता जौनपुर यूपी-अनादि टीवी TATA SKY-1170📡
एडिटर इन चीफ़-@न्यूज़ अब तक आपके साथ,
रा.पत्रकार महासंघ जिलाउपाध्यक्ष
कृपया इसे भी फॉलो करें.👉@abtakapakesat",False,2018-01-28T01:58:22+00:00,1564,2459,2153,8070,,bjp,JNP
12768,AmitTiwari7080,1046725813876527104,Amit Tiwari अमित तिवारी 🕉️,"Politician | Member of @BJP4UP विधानसभा विस्तारक भाजपा, मंडल संयोजक भाजपा, स्वयंसेवक आरएसएस,",False,2018-10-01T11:37:36+00:00,624,297,17312,19703,,bjp,LCK
12773,ArvindAzadSln,795619244,Arvind Yadav AAP,"प्रदेश कार्यकारिणी सदस्य 
आम आदमी पार्टी उत्तर प्रदेश",False,2012-09-01T08:20:17+00:00,1855,487,9197,9732,,aap,SUL
12777,vipinsharmaji8,1213368732333920256,Vipin sharma bjp,#भाजपा मंडल मीडिया प्रभारी कुदरहा बस्ती उत्तर प्रदेश,False,2020-01-04T07:57:56+00:00,763,1709,13326,18070,,bjp,BAS
