Age,Candidate,Constituency_Name,Constituency_No,Constituency_Type,Contested,DelimID,Deposit_Lost,District_Name,ENOP,Electors,Incumbent,Last_Constituency_Name,Last_Party_ID,Margin,Votes,Margin_Percentage,MyNeta_education,N_Cand,No_Terms,Party,Party_ID,Party_Type_TCPD,Poll_No,Position,Recontest,Same_Constituency,Same_Party,Sex,Sub_Region,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Turncoat,Turnout_Percentage,Valid_Votes,Vote_Share_Percentage,Votes,last_poll,pid,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,profileBannerUrl,username,party,district_code
40,DEEPAK KUMAR BHATI CHOTIWALA,DADRI,62,GEN,1,4,yes,GAUTAM BUDH NAGAR,2.27,606613,FALSE,,,772,5392,0.22,Graduate,14,0,INC,3482,National Party,0,4,FALSE,,,M,WEST,Business,Real Estate or Builder or Developer or Construction,,,FALSE,58.32,353777,1.52,5392,TRUE,AEUP2024975,CHOTIWALA,74955719,Deepak Bhati Chotiwala,INC Candidate Dadri | National Secretary IYC | In-charge Haryana | Member AICC | Ex.LYC President GB Nagar | Ex.AYC President Dadri | Ex.Block President Bisrakh,TRUE,2009-09-17T07:09:22+00:00,16937,1732,31304,39780,28,3144,Greater Noida,FALSE,https://pbs.twimg.com/profile_images/1437303489084854276/Xxwnbsu5_normal.jpg,https://pbs.twimg.com/profile_banners/74955719/1615227803,CHOTIWALA,inc,GBN
38,Rahul Yadav,SIKANDRABAD,64,GEN,2,4,no,BULANDSHAHR,2.86,400605,FALSE,SIKANDRABAD,7425,53667,96301,19.65,Others,11,0,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,M,WEST,Business,,Agriculture,,FALSE,68.18,273133,35.26,96301,TRUE,AEUP102735,rahulyadavbsr,841412228,𝗥𝗮𝗵𝘂𝗹 𝗬𝗮𝗱𝗮𝘃,"जिलाध्यक्ष @samajwadiparty , बुलन्दशहर उत्तर प्रदेश",FALSE,2012-09-23T09:58:25+00:00,1148,908,316,7827,0,132,"Bulandshahr, India",FALSE,https://pbs.twimg.com/profile_images/1297153815133577216/zJP8Cy6__normal.jpg,https://pbs.twimg.com/profile_banners/841412228/1587547515,rahulyadavbsr,sp,BUL
47,Manveer Singh,SIKANDRABAD,64,GEN,1,4,yes,BULANDSHAHR,2.86,400605,FALSE,,,40353,42634,14.77,8th Pass,11,0,BSP,16651,State-based Party,0,3,FALSE,,,M,WEST,Agriculture,,,,FALSE,68.18,273133,15.61,42634,TRUE,AEUP2024999,manveerbhatiBSP,1174591881604452352,𝐌𝐚𝐧𝐯𝐞𝐞𝐫 𝐁𝐡𝐚𝐭𝐢🇮🇳,"Official Twitter Account Of Bahujan Samaj Party Candidate (62 Legislative Assembly- Dadri,Gautam buddha Nagar,Up)",FALSE,2019-09-19T07:52:02+00:00,1681,215,842,932,0,517,"Dadri,Uttar Pradesh ",FALSE,https://pbs.twimg.com/profile_images/1458320223698702340/va5DOsNC_normal.jpg,https://pbs.twimg.com/profile_banners/1174591881604452352/1609164128,manveerbhatiBSP,bsp,GBN
51,Pradeep Kumar Chaudhary,BULANDSHAHR,65,GEN,1,4,no,BULANDSHAHR,2.5,401468,FALSE,,,25830,127076,9.95,12th Pass,11,1,BJP,1605,National Party,0,1,FALSE,,,M,WEST,Agriculture,,,,FALSE,64.68,259670,48.94,127076,TRUE,AEUP2025010,MpPradeepch,1246474687984455680,Pradeep Choudhary,"(Member of Parliament) Kairana constituency Uttar Pradesh,| (Remain 3 times MLA) | Member,Standing Committee on Personnel,Public Grievances,Law and Justice.🇮🇳",TRUE,2020-04-04T16:28:44+00:00,2637,120,2013,1207,2,688,"Kairana, Saharanpur/ India",FALSE,https://pbs.twimg.com/profile_images/1479656972471259137/u6z92cHF_normal.jpg,https://pbs.twimg.com/profile_banners/1246474687984455680/1617563021,MpPradeepch,rld,HAT
44,Dilnawaz Khan,SYANA,66,GEN,3,4,no,BULANDSHAHR,2.33,386914,FALSE,SYANA,16651,23275,59468,9.19,Literate,8,1,RLD,12169,State-based Party,0,2,TRUE,TRUE,FALSE,M,WEST,Agriculture,,,,TRUE,65.44,253197,23.49,59468,TRUE,AEUP102748,exmladilnawaz,1231847844,dilnawaz khan mla,dilnawaz khan ex mla siana father imtiaz khan ex mla grandfather mumtaz mohd khan ex minister u.p,FALSE,2013-03-01T22:53:05+00:00,2134,1993,1531,3119,1,1095,India,FALSE,https://pbs.twimg.com/profile_images/1468657178345021440/5ExMFZDL_normal.jpg,https://pbs.twimg.com/profile_banners/1231847844/1623865308,exmladilnawaz,rld,BUL
28,ZiaurRahman,SHIKARPUR,69,GEN,1,4,yes,BULANDSHAHR,2.63,334819,FALSE,,,90,1542,0.04,Graduate Professional,9,0,INC,3482,National Party,0,4,FALSE,,,M,WEST,Liberal Profession or Professional,Lawyer,,,FALSE,64.11,214653,0.72,1542,TRUE,AEUP2025043,barq_zia,1357968766982782977,Zia Ur Rehman Barq,SP candidate assembly 29 kundarki,FALSE,2021-02-06T08:27:08+00:00,622,17,166,377,0,91,,FALSE,https://pbs.twimg.com/profile_images/1493288485096423424/OiokaOrw_normal.jpg,https://pbs.twimg.com/profile_banners/1357968766982782977/1612600265,barq_zia,sp,MOR
40,ANOOP SINGH URF ANOOP PRADHAN VALMEEKI,KHAIR,71,SC,1,4,no,ALIGARH,2.44,406172,FALSE,,,74341,139643,29.57,10th Pass,7,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Politics,MLA,Agriculture,,FALSE,61.89,251380,55.55,139643,TRUE,AEUP2025060,anooppradhanbjp,786532313836363776,Anoop Pradhan (विधायक),"अनूप प्रधान -विधायक (खैर विधानसभा अलीगढ़)
facebook.com/anooppradhanbjp",TRUE,2016-10-13T11:41:31+00:00,3654,2632,2518,3485,8,1166,Aligarh,FALSE,https://pbs.twimg.com/profile_images/1483119978723540993/ebabjLIy_normal.jpg,https://pbs.twimg.com/profile_banners/786532313836363776/1641561251,anooppradhanbjp,bjp,ALG
30,Gaurang Dev,BARAULI,72,GEN,1,4,yes,ALIGARH,2.22,381300,FALSE,,,1285,2377,0.53,Graduate Professional,7,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Business,Contractor,,,FALSE,64.07,244299,0.97,2377,TRUE,AEUP2025067,gaurang_iyc,491406482,Gaurang Dev Chauhan,"Vice President @IYC_UPWest ,Member @INCUttarPradesh ,National President(N.I.C) 9808135744",FALSE,2012-02-13T16:09:50+00:00,848,761,2791,21092,2,534,Aligarh,FALSE,https://pbs.twimg.com/profile_images/1467497095133229058/Bqv_CrsH_normal.jpg,https://pbs.twimg.com/profile_banners/491406482/1410513816,gaurang_iyc,inc,ALG
50,ANIL PARASHAR,KOIL,75,GEN,2,4,no,ALIGARH,2.78,407632,TRUE,KOIL,1605,5028,108067,1.99,Graduate Professional,9,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,Rent,,,FALSE,61.92,252406,42.81,108067,TRUE,AEUP200250,AnilParasharMLA,2674535683,MLA Anil Parashar,Member of legislative assembly-75 kol Aligarh (Uttar Pradesh),TRUE,2014-07-23T17:18:10+00:00,1444,252,615,248,2,520,"Aligarh, India",FALSE,https://pbs.twimg.com/profile_images/1375119368728678401/Vo7HzL1S_normal.jpg,https://pbs.twimg.com/profile_banners/2674535683/1635748122,AnilParasharMLA,bjp,ALG
63,VIVEK BANSAL,KOIL,75,GEN,6,4,yes,ALIGARH,2.78,407632,FALSE,KOIL,3482,14406,15550,5.71,Graduate,9,1,INC,3482,National Party,0,4,TRUE,TRUE,TRUE,M,DOAB,Business,Rent,,,FALSE,61.92,252406,6.16,15550,TRUE,AEUP101040,VivekBansal72,2452496934,Vivek Bansal Official,"Incharge Haryana | Former MLA, Aligarh |Former MLC, Aligarh |  Views personal | RT#endorsement",TRUE,2014-04-19T05:50:00+00:00,21261,285,8088,5703,10,2558,New Delhi,FALSE,https://pbs.twimg.com/profile_images/1489122859431907328/SezfNGvK_normal.jpg,https://pbs.twimg.com/profile_banners/2452496934/1642323508,VivekBansal72,inc,ALG
42,MANOJ SHARMA,KOIL,75,GEN,1,4,yes,ALIGARH,2.78,407632,FALSE,,,383,683,0.15,10th Pass,9,0,AAAP,13,State-based Party,0,6,FALSE,,,M,DOAB,Agriculture,,,,FALSE,61.92,252406,0.27,683,TRUE,AEUP2025093,manojsharmayuva,2294518664,Manoj Sharma,"महानगर उपाध्यक्ष, भारतीय जनता पार्टी जिला अलीगढ़",FALSE,2014-01-16T14:21:00+00:00,1912,280,1873,55,0,50,अलीगढ़,FALSE,https://pbs.twimg.com/profile_images/770286886556471298/mFbMKrPM_normal.jpg,https://pbs.twimg.com/profile_banners/2294518664/1400508562,manojsharmayuva,aap,ALG
31,MOHD SALMAN IMTIAZ,ALIGARH,76,GEN,1,4,yes,ALIGARH,2.38,396401,FALSE,,,1236,2292,0.49,Post Graduate,11,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Student,,,,FALSE,63.72,252587,0.91,2292,TRUE,AEUP2025105,msalmanimtiaz,992323338981793792,M Salman Imtiaz ( سلمان امتیاز),"Indian National Congress II Candidate, 76 Aligarh Vidhan Sabha || Outgoing President,AMU Students' Union || Director, Zaytuna Academy || Sr. Research Fellow,AMU",FALSE,2018-05-04T08:41:35+00:00,2457,752,2884,1060,2,371,"Aligarh, India",FALSE,https://pbs.twimg.com/profile_images/1484658224955793411/b2CgHzLA_normal.jpg,https://pbs.twimg.com/profile_banners/992323338981793792/1638193411,msalmanimtiaz,inc,ALG
56,RAJKUMAR SAHYOGI,IGLAS,77,SC,2,4,no,ALIGARH,2.7,397213,TRUE,IGLAS,1605,59163,127209,24.35,10th Pass,5,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,,,,FALSE,61.18,243015,52.35,127209,TRUE,AEUP2029257,RajkumarSahyogi,1217687098150416384,राजकुमार सहयोगी (विधायक),"77 विधानसभा इगलास,अलीगढ़",FALSE,2020-01-16T05:57:09+00:00,132,72,531,624,0,41,,FALSE,https://pbs.twimg.com/profile_images/1288473255125237760/AFc3BORv_normal.jpg,https://pbs.twimg.com/profile_banners/1217687098150416384/1579602579,RajkumarSahyogi,bjp,ALG
64,RAMVEER UPADHYAY,SADABAD,79,GEN,7,4,no,MAHAMAYA NAGAR,2.7,376232,TRUE,SADABAD,16651,65882,98437,27.17,Graduate Professional,13,5,BJP,1605,National Party,0,2,TRUE,TRUE,FALSE,M,DOAB,Business,Rent,Salaried Work or Employed,,TRUE,64.45,242482,40.6,98437,TRUE,AEUP102890,ramveermla,2506370244,Ramveer Upadhyay (रामवीर उपाध्याय),"विधायक- सादाबाद, पूर्व ऊर्जा,परिवहन,चिकित्साशिक्षा एवं ग्रामीण समग्र विकास मंत्री (उत्तर प्रदेश)",FALSE,2014-05-19T04:35:27+00:00,3709,20,1015,143,2,412,"हाथरस , उत्तर प्रदेश",FALSE,https://pbs.twimg.com/profile_images/896638611931754496/ecx1gCxO_normal.jpg,https://pbs.twimg.com/profile_banners/2506370244/1576169826,ramveermla,bjp,HAT
56,MEGHSHYAM,GOVARDHAN,83,GEN,1,4,no,MATHURA,3.03,333790,FALSE,,,42507,100199,19.18,Graduate Professional,13,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Business,,Agriculture,,FALSE,66.4,221637,45.21,100199,TRUE,AEUP2025145,MeghshyamBjp,752051062262071296,Meghshyam Singh BJP,"चेयरमैन जिला सहकारी बैंक लि• मथुरा उत्तर प्रदेश
प्रत्याशी 83-गोवर्धन विधानसभा क्षेत्र जनपद मथुरा",FALSE,2016-07-10T08:05:20+00:00,656,615,565,786,0,103,"Mathura, India ",FALSE,https://pbs.twimg.com/profile_images/1485652431895949314/ypf0xhXz_normal.jpg,https://pbs.twimg.com/profile_banners/752051062262071296/1638005228,MeghshyamBjp,bjp,MAT
33,MEGHSHYAM,GOVARDHAN,83,GEN,1,4,yes,MATHURA,3.03,333790,FALSE,,,143,767,0.06,Graduate,13,0,IND,10809,Independents,0,7,FALSE,,,M,DOAB,Agriculture,,,,FALSE,66.4,221637,0.35,767,TRUE,AEUP2025137,MeghshyamBjp,752051062262071296,Meghshyam Singh BJP,"चेयरमैन जिला सहकारी बैंक लि• मथुरा उत्तर प्रदेश
प्रत्याशी 83-गोवर्धन विधानसभा क्षेत्र जनपद मथुरा",FALSE,2016-07-10T08:05:20+00:00,656,615,565,786,0,103,"Mathura, India ",FALSE,https://pbs.twimg.com/profile_images/1485652431895949314/ypf0xhXz_normal.jpg,https://pbs.twimg.com/profile_banners/752051062262071296/1638005228,MeghshyamBjp,bjp,MAT
68,Dr. G S Dharmesh,AGRA CANTONMENT,87,SC,1,4,no,AGRA,2.86,469018,FALSE,,,48697,117796,19.34,Graduate Professional,10,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Business,Petrol Pumps,Politics,MLA,FALSE,53.69,251816,46.78,117796,TRUE,AEUP2025191,MLAGSDHARMESH,1285036338106920965,Dr. Girraj Singh Dharmesh,"राज्यमंत्री –खाद्य प्रसंस्करण, नियोजन एवम् कार्यक्रम क्रियान्वयन विभाग उत्तर प्रदेश सरकार /विधायक(MLA)-आगरा छावनी",TRUE,2020-07-20T02:18:41+00:00,544,44,624,166,1,452,,FALSE,https://pbs.twimg.com/profile_images/1297139698188472320/188crF37_normal.jpg,https://pbs.twimg.com/profile_banners/1285036338106920965/1595397013,MLAGSDHARMESH,bjp,AGR
36,ANUJ SHARMA,AGRA SOUTH,88,GEN,1,4,yes,AGRA,2.78,368236,FALSE,,,3908,4867,1.87,8th Pass,10,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Other,,,,FALSE,56.64,208569,2.33,4867,TRUE,AEUP2025202,anujsharma_77,1350315344871624704,Anuj Sharma(Politician),"Member of the Indian National Congress|
INC

Ex- Corporator Nagar Nigam Agra",FALSE,2021-01-16T05:34:34+00:00,826,537,16033,20343,1,146,"Agra, India",FALSE,https://pbs.twimg.com/profile_images/1447267136523497472/nCIHh7cT_normal.jpg,https://pbs.twimg.com/profile_banners/1350315344871624704/1633890700,anujsharma_77,inc,AGR
60,PURUSHOTTAM KHANDELWAL,AGRA NORTH,89,GEN,1,4,no,AGRA,2.17,437969,FALSE,,,112370,153817,46.67,10th Pass,13,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Other,,,,FALSE,54.97,240752,63.89,153817,TRUE,AEUP2025215,BjpPkhandelwal,1287672932248858624,Purushottam Khandelwal(MLA),MLA 89-Agra North,TRUE,2020-07-27T08:57:28+00:00,988,146,480,314,1,257,"Agra, India",FALSE,https://pbs.twimg.com/profile_images/1455126151341301761/sQ6LDqqT_normal.jpg,https://pbs.twimg.com/profile_banners/1287672932248858624/1600014859,BjpPkhandelwal,bjp,AGR
50,SMT. YOGESH DIWAKAR,TUNDLA,95,SC,1,4,yes,FIROZABAD,2.78,373442,FALSE,,,645,1949,0.26,8th Pass,13,0,INC,3482,National Party,0,5,FALSE,,,F,DOAB,Other,Household,,,FALSE,66.53,248451,0.78,1949,TRUE,AEUP2025945,yogeshdiwakar5,923473774606823424,yogesh diwakar,dist.president mahila congress community.firozabad .,FALSE,2017-10-26T08:57:59+00:00,66,4,65,7,0,58,,FALSE,https://pbs.twimg.com/profile_images/923475767492722688/i2qjmHI0_normal.jpg,https://pbs.twimg.com/profile_banners/923473774606823424/1509008753,yogeshdiwakar5,inc,FRZ
48,MANVENDRA PRATAP SINGH,JASRANA,96,GEN,1,4,no,FIROZABAD,2.63,367763,FALSE,,,90498,107453,36.53,Post Graduate,10,0,BJP,1605,National Party,0,2,FALSE,,,M,DOAB,Business,,Agriculture,,FALSE,67.37,247762,43.37,107453,TRUE,AEUP2025957,S6XgRfGnmRsk8oe,1283728154633240578,Manvendra Pratap Singh Lodhi,जिलाध्यक्ष भारतीय जनता पार्टी फिरोजाबाद,FALSE,2020-07-16T11:41:09+00:00,139,12,11,0,0,4,"Firozabad, India",FALSE,https://pbs.twimg.com/profile_images/1283728716523159552/SZ6EMY5G_normal.jpg,,S6XgRfGnmRsk8oe,bjp,FRZ
40,NEETU SINGH SISODIYA,FIROZABAD,97,GEN,1,4,yes,FIROZABAD,3.23,439336,FALSE,,,47,502,0.02,Literate,11,0,AAAP,13,State-based Party,0,8,FALSE,,,F,DOAB,Other,,,,FALSE,58.96,259033,0.19,502,TRUE,AEUP2025963,NeetuSingh202,4790060010,Neetu Singh,,FALSE,2016-01-20T19:51:16+00:00,19760,2,52,3,1,8,,FALSE,https://pbs.twimg.com/profile_images/1300731492780269568/mWWZ4hlM_normal.jpg,https://pbs.twimg.com/profile_banners/4790060010/1453319861,NeetuSingh202,aap,FRZ
64,HARIOM YADAV,SIRSAGANJ,99,GEN,2,4,no,FIROZABAD,2.5,322178,TRUE,SIRSAGANJ,7425,68662,87419,32.98,Graduate,11,1,BJP,1605,National Party,0,2,TRUE,TRUE,FALSE,M,DOAB,Business,,Agriculture,,TRUE,64.62,208192,41.99,87419,TRUE,AEUP103144,mlasirsaganj,1093209525895774215,MLA Hariom Yadav,"विधायक (सदस्य विधान सभा) सिरसागंज,फिरोजाबाद",FALSE,2019-02-06T18:07:16+00:00,295,100,123,147,0,37,"Firozabad, India",FALSE,https://pbs.twimg.com/profile_images/1420686863858225161/xuhUng4p_normal.jpg,https://pbs.twimg.com/profile_banners/1093209525895774215/1549477573,mlasirsaganj,bjp,FRZ
64,SATYAPAL SINGH RATHORE,ALIGANJ,103,GEN,2,4,no,ETAH,2.44,342369,TRUE,ALIGANJ,1605,3810,102873,1.68,10th Pass,12,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Salaried Work or Employed,,Agriculture,,FALSE,66.12,226375,45.44,102873,TRUE,AEUP201002,SatyapalMLA,1338489854359871495,Satya Pal Singh Rathore MLA,"भाजपा विधायक, विधानसभा अलीगंज",TRUE,2020-12-14T14:24:29+00:00,427,52,767,3,0,718,Aliganj (Etah),FALSE,https://pbs.twimg.com/profile_images/1491609770423304192/jQLQx2Zu_normal.jpg,https://pbs.twimg.com/profile_banners/1338489854359871495/1629438660,SatyapalMLA,bjp,ETA
41,ANURAG SINGH,ALIGANJ,103,GEN,1,4,yes,ETAH,2.44,342369,FALSE,,,0,131,0,Graduate,12,0,IND,10809,Independents,0,13,FALSE,,,M,DOAB,Agriculture,,,,FALSE,66.12,226375,0.06,131,TRUE,AEUP2026030,Anuragsinghmla,1172120704247947264,Anurag Singh MLA,"MLA from Chunar, Mirzapur",TRUE,2019-09-12T12:12:42+00:00,3926,1235,10317,9274,2,1457,Mirzapur,FALSE,https://pbs.twimg.com/profile_images/1460925109355511809/iid5NyjN_normal.jpg,https://pbs.twimg.com/profile_banners/1172120704247947264/1571398828,Anuragsinghmla,bjp,MIR
45,RANJEET SUMAN,JALESAR,106,SC,4,4,no,ETAH,2.56,297795,FALSE,JALESAR,7425,67534,86898,33.35,Post Graduate,14,1,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,M,DOAB,Politics,Ex MLA,Agriculture,,FALSE,68.01,202531,42.91,86898,TRUE,AEUP103224,mlaranjeetsuman,3189985514,Ranjeet suman MLA,"106 vidhansabha, mla jalesar 2012 to 2017 samajwaadi party",FALSE,2015-05-09T16:41:59+00:00,172,79,435,466,1,83,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/1278035451291398146/Q97w_QcA_normal.jpg,https://pbs.twimg.com/profile_banners/3189985514/1593542372,mlaranjeetsuman,sp,ETA
49,Alok Kumar Shakya,BHONGAON,108,GEN,1,4,no,MAINPURI,2.63,345793,FALSE,,,78291,92441,36.39,Graduate,9,0,SP,7425,State-based Party,0,2,FALSE,,,M,DOAB,Agriculture,,Social Work,,FALSE,62.22,215153,42.97,92441,TRUE,AEUP2026090,alokpurvmantri,1109449510374141952,Alok Shakya-पूर्व मंत्री,पूर्व #विधायक विधानसभा क्षेत्र #भोगाँव(2002-2017).पूर्व #राज्यमंत्री #प्राविधिक शिक्षा उ०प्र०(2013-2015).,FALSE,2019-03-23T13:39:10+00:00,219,155,346,2,0,308,,FALSE,https://pbs.twimg.com/profile_images/1141215053586169858/lsgwlGcG_normal.jpg,https://pbs.twimg.com/profile_banners/1109449510374141952/1553350140,alokpurvmantri,sp,MAI
51,ENG. BRAJESH KATHERIYA,KISHNI,109,SC,2,4,no,MAINPURI,2.38,310736,FALSE,KISHNI,7425,19151,97070,9.78,Graduate,6,2,SP,7425,State-based Party,0,1,FALSE,TRUE,TRUE,M,DOAB,Agriculture,,Social Work,,FALSE,63.01,195795,49.58,97070,TRUE,AEUP67546,MlaBrajesh,892330303515226112,बृजेश कठेरिया,"विधायक किशनी, मैनपुरी__
समाजवादी",FALSE,2017-08-01T10:24:57+00:00,774,65,342,435,0,47,"मैनपुरी, भारत",FALSE,https://pbs.twimg.com/profile_images/1426777313979494402/3ZGiqTia_normal.jpg,https://pbs.twimg.com/profile_banners/892330303515226112/1635074984,MlaBrajesh,sp,MAI
61,Prof. S.P. Singh Baghel,KARHAL,110,GEN,2,4,no,MAINPURI,2.13,373595,FALSE,TUNDLA,1605,64991,80692,26.37,Doctorate,3,1,BJP,1605,National Party,0,2,TRUE,FALSE,TRUE,M,DOAB,Salaried Work or Employed,,,,FALSE,65.98,246498,32.74,80692,TRUE,GEUP62746,spsinghbaghelpr,948079597085638656,SP SINGH BAGHEL,"Minister of State (Law & Justice), Member of Parliament ( LS-Agra)",TRUE,2018-01-02T06:32:45+00:00,22717,96,568,301,22,329,भारत,FALSE,https://pbs.twimg.com/profile_images/951695856276684800/02ZyKpXl_normal.jpg,https://pbs.twimg.com/profile_banners/948079597085638656/1634824493,spsinghbaghelpr,bjp,MAI
60,Ramkhiladi Singh,GUNNAUR,111,GEN,5,4,no,BADAUN,2.44,411480,FALSE,GUNNAUR,7425,29529,123969,12.24,Graduate Professional,9,2,SP,7425,State-based Party,0,1,TRUE,TRUE,TRUE,M,ROHILKHAND,Business,Agricultural Business,Agriculture,,FALSE,58.64,241292,51.38,123969,TRUE,AEUP41016,RamKhiladiMLA,1039439760299683841,RamKhiladi Singh Yadav,"पूर्व विधायक - समाजवादी पार्टी, 111 विधानसभा क्षेत्र गुन्नौर सम्भल उत्तर प्रदेश",FALSE,2018-09-11T09:05:25+00:00,603,347,200,62,0,170,"Babrala, India",FALSE,https://pbs.twimg.com/profile_images/1039473108145426433/AXuAxomh_normal.jpg,https://pbs.twimg.com/profile_banners/1039439760299683841/1536664774,RamKhiladiMLA,sp,SAM
36,ARJUN SINGH,DATAGANJ,117,GEN,1,4,no,BADAUN,2.56,407249,FALSE,,,77544,98115,32.68,Graduate,14,0,SP,7425,State-based Party,0,2,FALSE,,,M,ROHILKHAND,Business,,Agriculture,,FALSE,58.27,237304,41.35,98115,TRUE,AEUP2025705,CaptainArjunPr1,1318041383014297600,Arjun Singh (Captain),Har Dil Azeez,FALSE,2020-10-19T04:09:08+00:00,290,63,32,81,0,17,Dataganj Badaun,FALSE,https://pbs.twimg.com/profile_images/1318061633558765569/dpaFDs7A_normal.jpg,https://pbs.twimg.com/profile_banners/1318041383014297600/1603085219,CaptainArjunPr1,sp,BUD
59,CHHATRA PAL SINGH,BAHERI,118,GEN,4,4,no,BAREILLY,2.33,367052,TRUE,BAHERI,1605,104976,120790,39.46,Post Graduate,11,2,BJP,1605,National Party,0,2,TRUE,TRUE,TRUE,M,ROHILKHAND,Retired or Pension,Retired Teacher,,,FALSE,72.47,266003,45.41,120790,TRUE,AEUP200421,Chhatra90156692,969630232788402176,Chhatrapal Singh Gangwar,"भारतीय जनता पार्टी
















































































राजस्व राज्य मंत्री 

उत्तर प्रदेश सरकार",TRUE,2018-03-02T17:47:17+00:00,310,126,417,563,2,381,,FALSE,https://pbs.twimg.com/profile_images/1455065564578082818/kJvFlEaW_normal.jpg,https://pbs.twimg.com/profile_banners/969630232788402176/1635749093,Chhatra90156692,bjp,BRL
